"mID","mName","mAdd1","mAdd2","mCity","mZip","mDayNo","mDay","mTime","mInternational","mOpen","mSmoke","mType","mNotes","mAccess","mSpecial"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","6","Fri","07:00P","19:00","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","7","Sat","07:00A","07:00","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","7","Sat","12:00P","12:00","O","NSM","Discussion","2 meetings","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","7","Sat","02:30P","14:30","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","7","Sat","05:30P","17:30","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","7","Sat","07:00P","19:00","O","NSM","Discussion","Chip","H","39.390795,-76.619945"
"4602","Reencuentro","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","2","Mon","08:00P","20:00","O","S","Discussion","Spanish","H","39.213784,-76.846077"
"4602","Reencuentro","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","5","Thu","08:00P","20:00","O","S","Discussion","Spanish","H","39.213784,-76.846077"
"4602","Reencuentro","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","6","Fri","08:00P","20:00","O","S","Discussion","Spanish","H","39.213784,-76.846077"
"4603","In God's Care","The Serenity Center","9650 Basket Ring Rd.","Columbia","21045","1","Sun","10:30A","10:30","O","NSM","Discussion","11th Step","","39.213784,-76.846077"
"4704","Sunday Reflections","Upper Chesapeake Health Care Ctr.","500 Upper Chesapeake Dr.","Bel Air","21014","1","Sun","09:30A","09:30","O","NSM","Discussion","","","39.518697,-76.346879"
"4802","Gamber","Calvary Methodist Church","3939 Gamber Rd., nr. Rts. 32 & 91","Sykesville/Eldersburg","21784","2","Mon","07:00P","19:00","O","NSM","Discussion","","","39.465074,-76.933016"
"6103","Design For Living","Church of the Crucifixion","100 Scott Ave.; off Rt. 648","Glen Burnie","21061","6","Fri","08:30P","20:30","C","NSM","Discussion","","","39.144984,-76.594581"
"6105","Glen Burnie Friday Night","St. Alban's Church","105 1st. Ave., SW & A St.","Glen Burnie","21061","6","Fri","07:30P","19:30","O","NSM","Discussion","","","39.163412,-76.628303"
"6110","Glen Burnie H.O.W.","North Arundel Church, next to 7-Eleven","7610 Baltimore-Annapolis Blvd.","Glen Burnie","21060","2","Mon","07:30P","19:30","O","NSM","Discussion","Big Book","H","39.158097,-76.610879"
"6115","Marley Tuesday","Marley Methodist Church","30 Marley Neck Rd. & Overhill Rd","Glen Burnie","21060","3","Tue","07:30P","19:30","O","NSM","Discussion","","","39.154117,-76.592459"
"6118","New Dawn","Baltimore Washington Medical Ctr.","301 Hospital Dr.; cafeteria","Glen Burnie","21061","1","Sun","08:30P","20:30","O","NSM","Discussion","","H","39.137323,-76.622279"
"6118","New Dawn","Baltimore Washington Medical Ctr.","301 Hospital Dr.; cafeteria","Glen Burnie","21061","4","Wed","08:30P","20:30","O","NSM","Discussion","Beginner","H","39.137323,-76.622279"
"6120","Sunday Morning Agape","Arundel House of Hope","514 N. Crain Highway","Glen Burnie","21061","1","Sun","10:30A","10:30","O","NSM","Discussion","","","39.157288,-76.629344"
"6121","Wrath Of Grapes","St. Alban's Church","105 1st Ave. S.W.","Glen Burnie","21061","2","Mon","08:00P","20:00","C","NSM","Discussion","Step,Tradition","H","39.163412,-76.628303"
"6128","Out of the Ashes","Harundale Presbyterian Church","1020 Eastway","Glen Burnie","21060","2","Mon","12:30P","12:30","O","NSM","Discussion","","H","39.152571,-76.612438"
"7101","Glyndon","St. John's Church Parish House","3738 Butler Rd. & Piney Grove Rd.","Glyndon","21071","6","Fri","08:00P","20:00","C","NSM","Discussion","Step","","39.476306,-76.816583"
"7401","Snydersburg Thursday Night","St. Mark's Lutheran Church","1616 Cape Horn Rd. (Snydersburg)","Hampstead","21074","5","Thu","08:00P","20:30","O","NSM","Discussion","Chip","","39.62026,-76.89445"
"7402","Hampstead Step","St. Mark's Lutheran Church","1375 Main St.","Hampstead","21074","3","Tue","06:30P","18:30","O","NSM","Discussion","Step","","39.612078,-76.852731"
"8501","H.O.W.","Church Of The Resurrection","700 Anchor Dr.; nr Bridge Dr. & Court Rd.","Joppa","21085","3","Tue","08:00P","20:00","O","NSM","Discussion","","","39.406461,-76.36327"
"8503","Joppa 12 Step","Lord of Life Lutheran Church","501 Sequoia Rd.","Edgewood","21040","4","Wed","07:00P","19:00","O","NSM","Discussion","Step","H","39.425006,-76.287193"
"8701","Kingsville","St. John's Episcopal Church","11901 Belair Rd. (corner of Bradshaw Rd.)","Kingsville","21087","4","Wed","07:30P","19:30","O","NSM","Discussion","","","39.449489,-76.41787"
"8801","Lineboro Tuesday Night","Trinity United Church of Christ","3229 York St.","Manchester","21102","3","Tue","08:30P","20:30","O","NSM","Discussion","","H","39.7141,-76.848633"
"9001","Linthicum Heights Thursday Night","Linthicum Hts. United Met. Church","200 School Lane & Camp Meade Rd.","Linthicum","21090","5","Thu","07:30P","19:30","O","NSM","Discussion","","","39.203265,-76.651233"
"9002","Linthicum Monday Night","St. Christopher's Church Basement","116 Marydell Rd.; off Sweetser","Linthicum","21090","2","Mon","08:30P","20:30","O","NSM","Discussion","","","39.207984,-76.653861"
"9003","Web Bracken Memorial","St. John's Lutheran Church Hall","300 W. Maple Rd.","Linthicum","21090","7","Sat","07:30P","19:30","O","NSM","Discussion","","","39.205558,-76.656816"
"9201","Long Green Step & Tradition","Trinity Episcopal Church","12400 Manor Rd.","Glen Arm","21057","5","Thu","08:30P","20:30","O","NSM","Discussion","Step, Trad. Last Thu.","","39.463512,-76.529381"
"9303","Lutherville","Timonium Methodist Church","2300 Pot Spring & Chantry Rds.","Lutherville/Timonium","21093","1","Sun","09:00P","21:00","O","NSM","Discussion","","H","39.451313,-76.60681"
"9307","Old Lutherville","St. Paul's Lutheran Church","1609 Kurtz Ave.","Lutherville/Timonium","21093","1","Sun","08:00P","20:00","O","NSM","Discussion","","","39.42327,-76.626235"
"12223","Thanks-Giving","Community  Utd Methodist Church","8680 Fort Smallwood Rd.","Pasadena","21122","5","Thu","12:00P","12:00","O","NSM","Discussion","","H","39.146518,-76.52645"
"9310","Towson Women's","St. John's United Methodist Church","216 W. Seminary Ave.","Lutherville/Timonium","21093","4","Wed","07:30P","19:30","C","W","Discussion","Women","","39.420977,-76.625464"
"9311","Turning Point Women's","St. Paul's Lutheran Church","1609 Kurtz Ave.","Lutherville/Timonium","21093","4","Wed","07:00P","19:00","O","W","Discussion","Women","H","39.42327,-76.626235"
"9312","Vista","Church of the Nativity","1800 Vista La.; off Charmuth, north of Ridgely Rd.","Lutherville/Timonium","21093","4","Wed","07:30P","19:30","O","NSM","Discussion","","H","39.445211,-76.652822"
"10201","Manchester Friday Night","Immanuel Lutheran Church","3184 Church St.","Manchester","21102","6","Fri","08:00P","20:00","C","NSM","Discussion","","","39.660877,-76.883059"
"10202","Manchester Wednesday Night","Immanuel Lutheran Church","3184 Church St.","Manchester","21102","4","Wed","08:00P","20:00","O","NSM","Discussion","Big Book Study","","39.660877,-76.883059"
"11101","Monkton Step","St. James Church","3100 Monkton Rd.","Monkton","21111","4","Wed","07:30P","19:30","O","NSM","Discussion","Step","","39.562573,-76.570934"
"11701","New Happiness","St. Thomas Church","232 St. Thomas Lane @ Garrison Forest","Owings Mills","21117","5","Thu","08:00P","20:00","O","NSM","Discussion","Alt. Step/Discussion","","39.42229,-76.763421"
"11704","Valley","St. Thomas Church","232 St. Thomas Lane @ Garrison Forest","Owings Mills","21117","4","Wed","08:00P","20:00","C","NSM","Discussion","","","39.42229,-76.763421"
"12001","Parkton Friday Night","St James Episcopal Church","19200 York Rd","Parkton","21120","6","Fri","08:00P","20:00","O","NSM","Discussion","","H","0"
"12003","Experience, Strength, and Hope","St. James Episcopal Church","19200 York Rd.","Parkton","21120","1","Sun","07:00P","19:00","C","NSM","Discussion","","H","39.651367,-76.654774"
"12202","Chesapeake Noon Monday","Comm. United Methodist Church","8680 Fort Smallwood Rd.","Pasadena","21122","2","Mon","12:00P","12:00","O","NSM","Discussion","Beginners Step","","39.146518,-76.52645"
"12203","Chesapeake Noon Friday","Comm. United Methodist Church","8680 Fort Smallwood Rd.","Pasadena","21122","6","Fri","12:00P","12:00","O","NSM","Discussion","As Bill Sees It","H","39.146518,-76.52645"
"12205","Freetime","St. Andrew's Episcopal Church","7859 Tick Neck Rd.","Pasadena","21122","7","Sat","10:30A","10:30","O","NSM","Discussion","","","39.136169,-76.532423"
"12208","Magothy","Magothy United Methodist Church","3703 Mountain Rd.","Pasadena","21122","2","Mon","07:30P","19:30","O","NSM","Discussion","","H","39.1237,-76.525825"
"12209","Magothy 12 & 12","Magothy United Methodist Church","3703 Mountain Rd.","Pasadena","21122","4","Wed","08:00P","20:00","C","NSM","Discussion","Step & Tradition","H","39.1237,-76.525825"
"12210","Pasadena","Christ Lutheran Church","8249 Jumpers Hole Rd.","Pasadena","21122","3","Tue","08:30P","20:30","O","NSM","Discussion","","H","39.127858,-76.588712"
"12214","Rock Creek","Jenkins Memorial Church","133 Riviera Dr.","Pasadena","21122","5","Thu","07:30P","19:30","O","NSM","Discussion","","H","39.159339,-76.514721"
"12215","Sobriety Through Action","Emanuel Lutheran Church","8615 Ft. Smallwood Rd. & Pinegrove Village","Pasadena","21122","4","Wed","07:30P","19:30","C","NSM","Discussion","","H","39.149057,-76.521868"
"13106","Phoenix","Clynmalira United Meth. Church","2920 Stockton Rd.@ Old York Rd.","Jacksonville","21131","3","Tue","07:00P","19:00","O","NSM","Discussion","","","39.537864,-76.574299"
"12216","Ventnor Thursday Night As Bill Sees It","Our Lady of The Chesapeake Ch.","8325 Ventnor Rd. at Mountain Road","Pasadena","21122","5","Thu","07:30P","19:30","O","NSM","Discussion","","","39.111376,-76.454014"
"12219","Saturday Night Pasadena","Emanuel Lutheran Church","8615 Ft. Smallwood Rd. & Pinegrove Village","Pasadena","21122","7","Sat","07:30P","19:30","O","NSM","Discussion","","","39.149057,-76.521868"
"12220","Fourth Dimension","Community Utd Methodist Church","8680 Fort Smallwood Rd.","Pasadena","21122","4","Wed","12:00P","12:00","O","NSM","Discussion","Grapevine","H","39.146518,-76.52645"
"12222","Simpler Times","Emmanuel Evangelical Luth. Church","8615 Ft. Smallwood Rd. & Pinegrove Village","Pasadena","21122","2","Mon","07:00P","19:00","O","NSM","Discussion","","H","39.149057,-76.521868"
"12801","Camp Chapel","Camp Chapel Church","5000 E. Joppa Rd.; bet. Rt. 7 & Belair Rd.","Perry Hall","21128","6","Fri","08:30P","20:30","O","NSM","Discussion","","H","39.402642,-76.444678"
"13101","Jacksonville","Chestnut Grove Presbyterian Church","3701 Sweet Air Rd.","Jacksonville","21131","2","Mon","08:00P","20:00","O","NSM","Discussion","","H","39.512732,-76.54905"
"13102","Jacksonville Friday Night","St. John's Lutheran Church","13300 Manor Rd. At Dulaney Valley Rd.","Glen Arm","21057","6","Fri","07:00P","19:00","O","NSM","Discussion","","","39.488201,-76.522768"
"13108","Jacksonville Saturday Morning","Chestnut Grove Presbyterian Church","3701 Sweet Air Rd.","Jacksonville","21131","7","Sat","08:15A","08:15","O","NSM","Discussion","Maintenance Step","","39.512732,-76.54905"
"13602","Easy Does It","Trinity Lutheran Church","109 Main St. (across from firehouse)","Reisterstown","21136","6","Fri","08:00P","20:00","C","NSM","Discussion","Big Book","","39.465819,-76.828816"
"13608","Reisterstown Sunday Night 12 Step","All Saints Episcopal Church","203 Chatsworth Ave.","Reisterstown","21136","1","Sun","08:00P","20:00","O","NSM","Discussion","Step","","39.467618,-76.824028"
"13609","Reisterstown Attitude of Gratitude","All Saints Episcopal Church","203 Chatsworth Ave.","Reisterstown","21136","3","Tue","07:30P","19:30","O","NSM","Discussion","Chip","H","39.467618,-76.824028"
"14403","New Attitude","St. Bernadette's Parish Hall","801 Stevenson Rd.","Severn","21144","2","Mon","05:30P","17:30","O","NSM","Discussion","","","39.127897,-76.64978"
"14403","New Attitude","St. Bernadette's Parish Hall","801 Stevenson Rd.","Severn","21144","3","Tue","05:30P","17:30","O","NSM","Discussion","","","39.127897,-76.64978"
"14403","New Attitude","St. Bernadette's Parish Hall","801 Stevenson Rd.","Severn","21144","4","Wed","05:30P","17:30","O","NSM","Discussion","","","39.127897,-76.64978"
"14403","New Attitude","St. Bernadette's Parish Hall","801 Stevenson Rd.","Severn","21144","5","Thu","12:00P","12:00","O","NSM","Discussion","Step,Tradition","","39.127897,-76.64978"
"14403","New Attitude","St. Bernadette's Parish Hall","801 Stevenson Rd.","Severn","21144","5","Thu","05:30P","17:30","O","NSM","Discussion","","","39.127897,-76.64978"
"14403","New Attitude","St. Bernadette's Parish Hall","801 Stevenson Rd.","Severn","21144","6","Fri","05:30P","17:30","O","NSM","Discussion","Big Book","","39.127897,-76.64978"
"14403","New Attitude","St. Bernadette's Parish Hall","801 Stevenson Rd.","Severn","21144","7","Sat","07:30P","19:30","O","NSM","Discussion","","","39.127897,-76.64978"
"14601","Severna Park Saturday Night","Woods Memorial Church","611 Baltimore Annapolis Blvd.","Severna Park","21146","7","Sat","07:30P","19:30","C","NSM","Discussion","","","39.071635,-76.544926"
"14602","Severna Park Tuesday","St. Martins In The Field Church","375 Benfield Rd.","Severna Park","21146","3","Tue","07:30P","19:30","O","NSM","Discussion","","","39.075957,-76.569842"
"14603","Language Of The Heart Women's","Celebrate Recovery Shop","513 Center Dr.- basement","Severna Park","21146","3","Tue","06:00P","18:00","O","W","Discussion","Women","","39.081396,-76.583072"
"14605","Severna Park Early Birds","Severna Park Methodist Ch.","731 Benfield Rd.","Severna Park","21146","2","Mon","09:30A","09:30","O","NSM","Discussion","","H","39.086548,-76.606722"
"14605","Severna Park Early Birds","Severna Park Methodist Ch.","731 Benfield Rd.","Severna Park","21146","4","Wed","09:30A","09:30","O","NSM","Discussion","","H","39.086548,-76.606722"
"14605","Severna Park Early Birds","Severna Park Methodist Ch.","731 Benfield Rd.","Severna Park","21146","6","Fri","09:30A","09:30","O","NSM","Discussion","","H","39.086548,-76.606722"
"15501","Hampstead Sunday Night","St. John's United Methodist Church","1205 N. Main St.","Hampstead","21074","1","Sun","08:00P","20:00","O","NSM","Discussion","Big Book","","39.617522,-76.855552"
"21705","Sunday Hope","Memorial Apartments","301 McMechen St.","Baltimore","21217","1","Sun","10:00A","10:00","O","NSM","Discussion","","","39.306873,-76.627772"
"3001","Texas","Texas United Methodist Church","7 Galloway Ave. at York Rd.- behind 1st Mariner","Cockeysville","21030","6","Fri","12:00P","12:00","O","NSM","Discussion","Daily Reflections","","39.461314,-76.638812"
"3001","Texas","Texas United Methodist Church","7 Galloway Ave. at York Rd.- behind 1st Mariner","Cockeysville","21030","3","Tue","07:00P","19:00","O","NSM","Discussion","Big Book","","39.461314,-76.638812"
"3001","Texas","Texas United Methodist Church","7 Galloway Ave. at York Rd.- behind 1st Mariner","Cockeysville","21030","5","Thu","12:00P","12:00","O","NSM","Discussion","Big Book","","39.461314,-76.638812"
"3001","Texas","Texas United Methodist Church","7 Galloway Ave. at York Rd.- behind 1st Mariner","Cockeysville","21030","5","Thu","08:30P","20:30","O","NSM","Discussion","Speaker","","39.461314,-76.638812"
"3002","Cockeysville Wednesday","Texas United Methodist Church","7 Galloway Ave. (York Rd.-behind 1st Mariner Bank)","Cockeysville","21030","4","Wed","07:00P","19:00","O","NSM","Discussion","","","39.461317,-76.6388"
"3003","Early Risers (Lutherville)","Havenwood Presbyterian Church","160 Ridgely Rd. & Charmuth Rd.","Lutherville/Timonium","21093","7","Sat","09:00A","09:00","O","NSM","Discussion","","","39.432482,-76.614297"
"3009","Ashland Wednesday","Ashland Presbyterian Church","116 Ashland Rd.","Cockeysville","21030","4","Wed","08:30P","20:30","O","NSM","Discussion","","","39.49326,-76.644307"
"4303","Bethany Lane","Bethany United Methodist Church","2875 Bethany Lane","Ellicott City","21042","6","Fri","08:00P","20:00","O","NSM","Discussion","","","39.267328,-76.798307"
"4311","Great Fact","First Evangelical Lutheran Church","3604 Chatham Rd. and Frederick Rd.","Ellicott City","21043","4","Wed","08:00P","20:00","O","NSM","Discussion","","H","39.272129,-76.833303"
"4314","Papillon Women's","St. Peter's Episcopal Church","3695 Rogers Ave. & Frederick Rd.","Ellicott City","21043","6","Fri","01:00P","13:00","O","W","Discussion","Women, Step","","39.269104,-76.810259"
"4316","Serenity Big Book","St. John's Episcopal Church","9120 Frederick Rd., parish house","Ellicott City","21042","2","Mon","08:00P","20:00","O","NSM","Discussion","Big Book","","39.271915,-76.827559"
"4318","Spiritually Sober","Linden Linthicum Utd Meth Church","12101 Linden Linthicum Ln. @ Rt. 108 East","Clarksville","21029","1","Sun","03:00P","15:00","O","NSM","Discussion","","N","39.212537,-76.930802"
"4321","Waterloo","St. John Evangelical Lutheran Church","6004 Waterloo Rd.","Columbia","21045","5","Thu","08:30P","20:30","O","NSM","Discussion","","","39.205892,-76.796508"
"4322","Ellicott City Thursday Night","Sheppard Pratt at Ellicott City","4100 College Ave.","Ellicott City","21043","5","Thu","07:30P","19:30","O","NSM","Discussion","","","39.257167,-76.790367"
"4402","Columbia Sunday Night Triple Twelve","Medical Pavillion at Howard Co.","10710 Charter Dr., Suites. G010 & 100","Columbia","21044","1","Sun","07:00P","19:00","C","NSM","Discussion","Step, Trad., Promise","H","39.213436,-76.882523"
"4404","Longfellow","Longfellow Neighborhood Center","5267 Elliot Oaks & Hesperus St.","Columbia","21044","6","Fri","08:30P","20:30","C","NSM","Discussion","","","39.206658,-76.883626"
"4407","Common Solution","St. Paul's Lutheran Church","11795 Route 216","Fulton","20759","2","Mon","08:00P","20:00","O","NSM","Discussion","Trad.-2nd Mon. ea. Month","","39.151092,-76.922895"
"4408","Senior Sobriety","Florence Bain Senior Center","5470 Beaverkill Rd.","Columbia","21044","4","Wed","12:30P","12:30","O","NSM","Discussion","Big Book","H","39.222991,-76.88692"
"15737","Gratitude In Action","St. Benjamin's Church","700 Kriders Cemetery Road","Westminster","21158","3","Tue","08:00P","20:00","O","NSM","Discussion","Tradition","H","39.575379,-76.995815"
"12213","Riviera Beach","St. Jane Frances Church","8499 Virginia Ave. & Chelsea Rd.","Pasadena","21122","1","Sun","07:30P","19:30","O","NSM","Discussion","","","39.161343,-76.512243"
"23026","Hope Harbor","Christ Lutheran Church","701 S. Charles St.","South Baltimore","21230","3","Tue","07:30P","19:30","O","NSM","Discussion","Beginners","","39.280875,-76.614536"
"23108","Un Nuevo Despertar","Building","230 S. Broadway","Fells Point","21231","1","Sun","07:00P","19:00","O","S","Discussion","Spanish","","39.288298,-76.594267"
"23108","Un Nuevo Despertar","Building","230 S. Broadway","Fells Point","21231","2","Mon","08:00P","20:00","O","S","Discussion","Spanish","","39.288298,-76.594267"
"23108","Un Nuevo Despertar","Building","230 S. Broadway","Fells Point","21231","3","Tue","08:00P","20:00","O","S","Discussion","Spanish","","39.288298,-76.594267"
"23108","Un Nuevo Despertar","Building","230 S. Broadway","Fells Point","21231","4","Wed","08:00P","20:00","O","S","Discussion","Spanish","","39.288298,-76.594267"
"23108","Un Nuevo Despertar","Building","230 S. Broadway","Fells Point","21231","5","Thu","08:00P","20:00","O","S","Discussion","Spanish","","39.288298,-76.594267"
"23108","Un Nuevo Despertar","Building","230 S. Broadway","Fells Point","21231","7","Sat","08:00P","20:00","O","S","Discussion","Spanish","","39.288298,-76.594267"
"22829","Catonsville Wednesday Wake-Up","Salem Lutheran Church","905 Frederick Rd. & Newburgh Ave.; rear","Catonsville","21228","4","Wed","07:00A","07:00","C","NSM","Discussion","Big Book","H","39.270973,-76.73594"
"9314","The Real Thing-Women's","St. Paul's Lutheran Church","1609 Kurtz Ave.","Lutherville/Timonium","21093","6","Fri","12:30P","12:30","O","NSM","Discussion","Women","H","39.42327,-76.626235"
"21017","Guides To Progress Big Book/Step","Christ Lutheran Church","701 S. Charles St.","South Baltimore","21230","2","Mon","08:00P","20:00","O","NSM","Discussion","BB/Step & Spk 2nd Mon.","H","39.280875,-76.614536"
"20804","Pikesville Nooners","St. Mark's-On-The-Hill","1620 Reisterstown Rd. (near Old Court Rd.)","Pikesville","21208","5","Thu","12:00P","12:00","O","NSM","Discussion","Literature","","39.379061,-76.727731"
"7102","The Serenity Circle","St. John's Epsicopal Church Hall","3738 Butler Rd. & Piney Grove Rd.","Glyndon","21071","4","Wed","07:30P","19:30","O","NSM","Discussion","Steps, Promises-alt. wks","H","39.476306,-76.816583"
"22103","Over The Rainbow","Building; behind the Amber Lounge","6 Taylor Avenue, off 400 blk. of Eastern Ave.","Essex","21221","2","Mon","12:00P","12:00","O","NSM","Discussion","","H","39.30812,-76.476267"
"78427","Sykesville Wednesday Beginners","Shoemaker Center, Springfield Hosp.","6655 Sykesville Rd., Med. Srvcs. Bldg.","Sykesville/Eldersburg","21784","4","Wed","07:30P","19:30","O","NSM","Discussion","Step 1,2,3/BB","","39.394157,-76.958181"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","1","Sun","07:00A","07:00","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","1","Sun","09:00A","09:00","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","1","Sun","12:00P","12:00","O","NSM","Discussion","2 meetings","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","1","Sun","05:30P","17:30","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","1","Sun","07:00P","19:00","O","W","Discussion","Women","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","2","Mon","07:00A","07:00","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","2","Mon","12:00P","12:00","O","NSM","Discussion","2 meetings","H","39.390795,-76.619945"
"15738","Early Risers (Westminster)","St. Paul's United Church of Christ","Bond & Green Streets (Enter on W. Green Street)","Westminster","21157","4","Wed","06:30A","06:30","O","NSM","Discussion","BB","H","39.572227,-76.992966"
"20401","Captain's Table","Babcock Presbyterian Church","8240 Loch Raven Blvd; chapel behind church","Towson","21286","1","Sun","04:00P","16:00","O","NSM","Discussion","","","39.38871,-76.572098"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","4","Wed","12:00P","12:00","O","NSM","Discussion","2 meetings","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","4","Wed","05:30P","17:30","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","5","Thu","05:30P","17:30","O","NSM","Discussion","Reg. & BB mtgs.","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","5","Thu","07:00P","19:00","O","NSM","Discussion","","H","39.390795,-76.619945"
"20409","Agape","Sheppard Pratt; Gibson Bldg; 3rd flr","6501 N. Charles St.","Towson","21204","3","Tue","01:30P","13:30","O","W","Discussion","Women","H","39.390795,-76.619945"
"13612","If He Were Sought","Deer Park United Methodist Church","6107 Deer Park Rd.","Reisterstown","21136","5","Thu","08:00P","20:00","C","NSM","Discussion","11th Step","","39.430208,-76.861636"
"3010","Simply Women","Epworth United Methodist Church","600 Warren Rd., Upper Rm.","Cockeysville","21030","7","Sat","09:00A","09:00","O","W","Discussion","Women","","39.473881,-76.621198"
"8505","Beware of the Four Horsemen","St. John's Episcopal Church","11901 Belair Rd. (corner of Bradshaw Rd.)","Kingsville","21087","5","Thu","07:00P","19:00","O","NSM","Discussion","","","39.449489,-76.41787"
"22472","Grateful Chosen Few","857 Club","100 S. Haven St.","Canton/Highlandtown","21224","2","Mon","07:00P","19:00","O","NSM","Discussion","","","39.291341,-76.562818"
